iteracion,frequency,Source,Target
1,198,38,53
1,196,114,117
1,145,142,119
1,174,123,137
1,177,62,128
1,180,96,109
1,5,86,88
1,191,141,42
1,28,83,86
1,1,63,84
1,197,64,126
1,14,82,65
1,199,119,142
1,199,140,121
1,73,65,82
1,183,80,67
1,190,120,70
1,191,135,125
1,11,70,120
1,136,71,74
1,194,69,77
1,200,124,66
1,121,67,80
1,197,126,64
1,181,98,107
1,192,122,68
1,195,67,79
1,107,129,132
1,194,121,140
1,200,77,69
1,191,66,124
1,16,133,127
1,170,75,71
1,199,55,36
1,13,56,58
1,164,104,56
1,198,108,52
1,195,143,44
1,191,48,113
1,193,52,108
1,194,107,98
1,190,105,100
1,178,109,96
1,192,53,38
1,199,106,54
1,163,50,110
1,167,145,46
1,176,44,145
1,193,54,106
1,180,113,47
1,175,40,141
1,138,100,103
1,185,42,143
2,200,124,66
2,176,94,111
2,191,48,113
2,107,129,132
2,10,102,104
2,175,40,141
2,197,126,64
2,112,115,118
2,189,125,135
2,176,44,145
2,195,143,44
2,73,65,82
2,191,135,125
2,199,55,36
2,145,142,119
2,193,54,106
2,177,62,128
2,167,145,46
2,191,141,42
2,16,133,127
2,192,53,38
2,154,45,48
2,197,64,126
2,199,140,121
2,193,52,108
2,195,68,122
2,163,50,110
2,185,36,55
2,194,69,77
2,195,67,79
2,14,82,65
2,196,114,117
2,181,98,107
2,200,77,69
2,199,119,142
2,190,105,100
2,194,121,140
2,198,108,52
2,138,100,103
2,190,120,70
2,180,96,109
2,170,75,71
2,199,106,54
2,198,38,53
2,178,109,96
2,28,83,86
2,164,104,56
2,174,123,137
2,194,107,98
2,192,122,68
2,136,71,74
3,177,62,128
3,174,123,137
3,28,83,86
3,191,141,42
3,196,114,117
3,191,48,113
3,176,94,111
3,145,142,119
3,180,96,109
3,175,40,141
3,181,98,107
3,190,105,100
3,193,54,106
3,138,100,103
3,163,50,110
3,195,68,122
3,192,53,38
3,178,109,96
3,185,36,55
3,198,108,52
3,164,104,56
3,154,45,48
3,199,55,36
3,195,143,44
3,197,64,126
3,189,125,135
3,107,129,132
3,194,121,140
3,170,75,71
3,195,67,79
3,185,42,143
3,198,38,53
3,14,82,65
3,197,126,64
3,121,67,80
3,2,35,138
3,200,124,66
3,1,45,47
3,136,71,74
3,194,69,77
3,192,122,68
3,191,66,124
3,193,52,108
3,16,133,127
3,199,106,54
3,190,120,70
3,191,135,125
3,176,44,145
3,194,107,98
3,199,140,121
3,200,77,69
3,73,65,82
3,183,80,67
3,112,115,118
3,199,119,142
4,199,106,54
4,198,108,52
4,194,107,98
4,191,48,113
4,195,68,122
4,163,50,110
4,176,44,145
4,189,125,135
4,190,105,100
4,164,104,56
4,174,123,137
4,154,45,48
4,194,69,77
4,192,122,68
4,200,124,66
4,197,126,64
4,195,67,79
4,194,121,140
4,107,129,132
4,200,77,69
4,16,133,127
4,190,120,70
4,191,135,125
4,73,65,82
4,199,119,142
4,193,52,108
4,199,140,121
4,191,141,42
4,177,62,128
4,180,96,109
4,196,114,117
4,199,55,36
4,180,113,47
4,195,143,44
4,193,54,106
4,138,100,103
4,178,109,96
4,167,145,46
4,192,53,38
4,185,36,55
4,197,64,126
4,145,142,119
4,191,66,124
4,198,38,53
4,175,40,141
5,28,83,86
5,199,119,142
5,194,121,140
5,185,42,143
5,191,66,124
5,191,141,42
5,197,64,126
5,178,109,96
5,16,133,127
5,163,50,110
5,191,135,125
5,199,106,54
5,177,62,128
5,198,108,52
5,183,80,67
5,190,120,70
5,174,123,137
5,73,65,82
5,194,107,98
5,136,71,74
5,164,104,56
5,199,140,121
5,191,48,113
5,192,122,68
5,176,94,111
5,192,53,38
5,185,36,55
5,198,38,53
5,145,142,119
5,52,84,87
5,194,69,77
5,154,45,48
5,180,113,47
5,190,105,100
5,193,52,108
5,195,143,44
5,181,98,107
5,196,114,117
5,197,126,64
5,195,68,122
5,193,54,106
5,199,55,36
5,176,44,145
5,200,77,69
5,138,100,103
5,167,145,46
5,200,124,66
5,180,96,109
5,195,67,79
5,107,129,132
6,135,110,50
6,154,45,48
6,12,72,74
6,194,121,140
6,170,75,71
6,107,129,132
6,199,140,121
6,190,105,100
6,197,126,64
6,193,52,108
6,200,124,66
6,191,135,125
6,163,50,110
6,195,67,79
6,185,42,143
6,121,67,80
6,194,69,77
6,191,66,124
6,195,68,122
6,192,122,68
6,174,123,137
6,175,40,141
6,192,53,38
6,112,115,118
6,185,36,55
6,177,62,128
6,28,83,86
6,180,96,109
6,138,100,103
6,167,145,46
6,176,44,145
6,199,55,36
6,193,54,106
6,196,114,117
6,195,143,44
6,181,98,107
6,189,125,135
6,180,113,47
6,178,109,96
6,191,141,42
6,199,119,142
6,197,64,126
6,183,80,67
6,191,48,113
6,198,108,52
6,194,107,98
6,200,77,69
6,190,120,70
6,164,104,56
6,198,38,53
6,199,106,54
7,197,126,64
7,170,75,71
7,195,68,122
7,181,98,107
7,200,77,69
7,189,125,135
7,194,121,140
7,196,114,117
7,180,113,47
7,164,104,56
7,198,108,52
7,185,42,143
7,192,122,68
7,176,44,145
7,136,71,74
7,138,100,103
7,180,96,109
7,28,83,86
7,190,120,70
7,194,69,77
7,199,119,142
7,163,50,110
7,112,115,118
7,178,109,96
7,174,123,137
7,183,80,67
7,200,124,66
7,191,48,113
7,121,67,80
7,73,65,82
7,185,36,55
7,107,129,132
7,191,135,125
7,3,91,93
7,194,107,98
7,193,54,106
7,197,64,126
7,198,38,53
7,199,106,54
7,192,53,38
7,191,66,124
7,191,141,42
7,175,40,141
7,199,140,121
7,195,143,44
7,154,45,48
7,145,142,119
7,177,62,128
7,190,105,100
7,167,145,46
7,193,52,108
7,16,133,127
7,199,55,36
8,193,54,106
8,176,94,111
8,199,140,121
8,136,71,74
8,196,114,117
8,194,121,140
8,191,135,125
8,185,36,55
8,192,122,68
8,192,53,38
8,199,55,36
8,180,96,109
8,167,145,46
8,145,142,119
8,177,62,128
8,199,119,142
8,178,109,96
8,191,141,42
8,183,80,67
8,199,106,54
8,198,38,53
8,190,120,70
8,197,64,126
8,164,104,56
8,176,44,145
8,191,48,113
8,200,77,69
8,194,107,98
8,138,100,103
8,9,85,88
8,195,68,122
8,189,125,135
8,194,69,77
8,135,110,50
8,175,40,141
8,163,50,110
8,193,52,108
8,181,98,107
8,52,84,87
8,191,66,124
8,180,113,47
8,197,126,64
8,185,42,143
8,198,108,52
8,154,45,48
8,200,124,66
8,107,129,132
8,195,67,79
8,195,143,44
8,190,105,100
9,198,38,53
9,175,40,141
9,190,120,70
9,195,68,122
9,200,124,66
9,174,123,137
9,193,52,108
9,180,113,47
9,178,109,96
9,191,141,42
9,199,119,142
9,190,105,100
9,177,62,128
9,145,142,119
9,197,126,64
9,167,145,46
9,189,125,135
9,199,106,54
9,176,44,145
9,164,104,56
9,73,65,82
9,136,71,74
9,192,122,68
9,185,42,143
9,191,135,125
9,193,54,106
9,1,90,92
9,180,96,109
9,176,94,111
9,191,66,124
9,170,75,71
9,196,114,117
9,195,67,79
9,194,121,140
9,199,140,121
9,200,77,69
9,185,36,55
9,197,64,126
9,195,143,44
9,194,69,77
9,199,55,36
9,154,45,48
9,163,50,110
9,107,129,132
9,191,48,113
9,11,88,91
9,192,53,38
10,193,54,106
10,196,114,117
10,199,55,36
10,180,96,109
10,195,143,44
10,176,44,145
10,154,45,48
10,177,62,128
10,197,126,64
10,189,125,135
10,121,67,80
10,193,52,108
10,195,67,79
10,195,68,122
10,200,124,66
10,107,129,132
10,194,69,77
10,191,66,124
10,174,123,137
10,73,65,82
10,136,71,74
10,191,135,125
10,176,94,111
10,199,140,121
10,170,75,71
10,194,121,140
10,185,36,55
10,200,77,69
10,191,48,113
10,197,64,126
10,190,120,70
10,183,80,67
10,191,141,42
10,112,115,118
10,199,119,142
10,167,145,46
10,181,98,107
10,192,122,68
10,138,100,103
10,185,42,143
10,178,109,96
10,194,107,98
10,180,113,47
10,164,104,56
10,199,106,54
10,175,40,141
10,190,105,100
10,198,38,53
10,198,108,52
11,198,108,52
11,192,122,68
11,167,145,46
11,195,68,122
11,196,114,117
11,154,45,48
11,190,120,70
11,195,67,79
11,199,140,121
11,199,106,54
11,189,125,135
11,180,113,47
11,197,126,64
11,191,141,42
11,185,42,143
11,199,55,36
11,176,94,111
11,170,75,71
11,180,96,109
11,191,48,113
11,193,52,108
11,176,44,145
11,136,71,74
11,190,105,100
11,185,36,55
11,177,62,128
11,11,88,91
11,199,119,142
11,193,54,106
11,178,109,96
11,73,65,82
11,200,77,69
11,183,80,67
11,175,40,141
11,107,129,132
11,194,69,77
11,200,124,66
11,195,143,44
11,191,135,125
11,135,110,50
11,197,64,126
11,198,38,53
11,194,121,140
11,194,107,98
11,181,98,107
12,199,140,121
12,176,94,111
12,191,135,125
12,61,127,129
12,154,45,48
12,178,109,96
12,73,65,82
12,196,114,117
12,190,105,100
12,164,104,56
12,177,62,128
12,185,36,55
12,9,71,75
12,112,115,118
12,199,119,142
12,194,121,140
12,11,88,91
12,195,67,79
12,194,107,98
12,197,64,126
12,199,106,54
12,193,52,108
12,107,129,132
12,191,141,42
12,170,75,71
12,138,100,103
12,200,77,69
12,192,53,38
12,191,66,124
12,180,96,109
12,183,80,67
12,192,122,68
12,198,38,53
12,199,55,36
12,185,42,143
12,174,123,137
12,121,67,80
12,180,113,47
12,189,125,135
12,175,40,141
12,190,120,70
12,195,143,44
12,195,68,122
12,198,108,52
12,176,44,145
12,200,124,66
12,193,54,106
12,163,50,110
12,135,110,50
12,191,48,113
12,197,126,64
12,181,98,107
12,167,145,46
12,194,69,77
13,170,75,71
13,191,141,42
13,121,67,80
13,194,107,98
13,164,104,56
13,197,64,126
13,199,106,54
13,163,50,110
13,189,125,135
13,195,67,79
13,190,120,70
13,200,124,66
13,181,98,107
13,180,113,47
13,195,68,122
13,191,66,124
13,193,54,106
13,183,80,67
13,199,119,142
13,200,77,69
13,194,121,140
13,192,53,38
13,138,100,103
13,192,122,68
13,178,109,96
13,135,110,50
13,196,114,117
13,185,36,55
13,199,140,121
13,154,45,48
13,197,126,64
13,194,69,77
13,198,38,53
13,191,135,125
13,145,142,119
13,176,44,145
13,176,94,111
13,195,143,44
13,185,42,143
13,198,108,52
13,107,129,132
13,193,52,108
13,136,71,74
13,177,62,128
13,199,55,36
13,190,105,100
13,112,115,118
13,191,48,113
13,175,40,141
13,180,96,109
13,73,65,82
14,200,124,66
14,175,40,141
14,73,65,82
14,194,107,98
14,183,80,67
14,191,66,124
14,112,115,118
14,194,69,77
14,200,77,69
14,195,143,44
14,192,53,38
14,199,140,121
14,164,104,56
14,189,125,135
14,163,50,110
14,185,36,55
14,167,145,46
14,196,114,117
14,154,45,48
14,176,44,145
14,198,38,53
14,145,142,119
14,176,94,111
14,191,141,42
14,178,109,96
14,136,71,74
14,190,105,100
14,198,108,52
14,193,52,108
14,190,120,70
14,180,96,109
14,199,55,36
14,197,64,126
14,181,98,107
14,195,68,122
14,194,121,140
14,199,119,142
14,193,54,106
14,185,42,143
14,135,110,50
14,192,122,68
14,195,67,79
14,199,106,54
14,191,48,113
14,170,75,71
14,138,100,103
14,180,113,47
14,191,135,125
15,191,48,113
15,180,113,47
15,191,66,124
15,194,69,77
15,200,124,66
15,163,50,110
15,195,68,122
15,9,93,95
15,135,110,50
15,174,123,137
15,185,42,143
15,197,126,64
15,61,127,129
15,192,122,68
15,198,38,53
15,176,94,111
15,190,105,100
15,193,52,108
15,195,67,79
15,194,121,140
15,107,129,132
15,11,88,91
15,200,77,69
15,154,45,48
15,191,135,125
15,198,108,52
15,180,96,109
15,199,140,121
15,112,115,118
15,199,55,36
15,194,107,98
15,192,53,38
15,176,44,145
15,167,145,46
15,189,125,135
15,196,114,117
15,199,119,142
15,145,142,119
15,191,141,42
15,195,143,44
15,177,62,128
15,138,100,103
15,175,40,141
15,197,64,126
15,183,80,67
15,199,106,54
15,190,120,70
15,185,36,55
15,181,98,107
15,193,54,106
16,175,40,141
16,154,45,48
16,192,122,68
16,167,145,46
16,107,129,132
16,196,114,117
16,197,64,126
16,191,135,125
16,198,38,53
16,199,119,142
16,145,142,119
16,194,121,140
16,191,141,42
16,197,126,64
16,176,94,111
16,195,143,44
16,15,85,87
16,190,105,100
16,198,108,52
16,163,50,110
16,138,100,103
16,195,67,79
16,180,96,109
16,194,69,77
16,199,106,54
16,170,75,71
16,181,98,107
16,195,68,122
16,200,124,66
16,193,54,106
16,112,115,118
16,176,44,145
16,199,55,36
16,185,42,143
16,180,113,47
16,183,80,67
16,136,71,74
16,185,36,55
16,194,107,98
16,164,104,56
16,11,88,91
16,191,48,113
16,200,77,69
16,190,120,70
16,192,53,38
16,193,52,108
16,199,140,121
16,191,66,124
16,189,125,135
16,178,109,96
17,135,110,50
17,189,125,135
17,163,50,110
17,170,75,71
17,180,96,109
17,194,69,77
17,121,67,80
17,177,62,128
17,174,123,137
17,195,68,122
17,176,44,145
17,200,124,66
17,176,94,111
17,1,73,75
17,181,98,107
17,199,55,36
17,178,109,96
17,198,38,53
17,196,114,117
17,193,54,106
17,167,145,46
17,175,40,141
17,154,45,48
17,197,126,64
17,199,106,54
17,192,122,68
17,185,36,55
17,194,107,98
17,183,80,67
17,107,129,132
17,191,48,113
17,194,121,140
17,180,113,47
17,11,88,91
17,199,119,142
17,190,105,100
17,164,104,56
17,112,115,118
17,138,100,103
17,195,143,44
17,28,83,86
17,195,67,79
17,191,135,125
17,200,77,69
17,198,108,52
17,73,65,82
17,192,53,38
17,199,140,121
17,193,52,108
17,190,120,70
17,197,64,126
18,185,42,143
18,170,75,71
18,178,109,96
18,200,77,69
18,198,38,53
18,176,44,145
18,199,55,36
18,136,71,74
18,183,80,67
18,200,124,66
18,195,68,122
18,185,36,55
18,163,50,110
18,191,135,125
18,190,120,70
18,164,104,56
18,66,61,63
18,198,108,52
18,189,125,135
18,191,48,113
18,135,110,50
18,121,67,80
18,197,126,64
18,174,123,137
18,175,40,141
18,181,98,107
18,192,53,38
18,192,122,68
18,196,114,117
18,194,69,77
18,167,145,46
18,194,121,140
18,199,106,54
18,177,62,128
18,180,96,109
18,197,64,126
18,190,105,100
18,191,66,124
18,195,67,79
18,199,140,121
18,193,54,106
18,154,45,48
18,193,52,108
19,190,120,70
19,191,48,113
19,199,140,121
19,200,124,66
19,190,105,100
19,121,67,80
19,135,110,50
19,154,45,48
19,199,106,54
19,194,107,98
19,138,100,103
19,195,68,122
19,177,62,128
19,191,135,125
19,185,36,55
19,195,67,79
19,163,50,110
19,193,52,108
19,189,125,135
19,191,141,42
19,145,142,119
19,194,69,77
19,197,126,64
19,180,113,47
19,192,53,38
19,164,104,56
19,170,75,71
19,192,122,68
19,198,38,53
19,191,66,124
19,199,55,36
19,200,77,69
19,136,71,74
19,175,40,141
19,195,143,44
19,107,129,132
19,178,109,96
19,167,145,46
19,185,42,143
19,198,108,52
19,73,65,82
19,196,114,117
19,193,54,106
19,199,119,142
19,66,61,63
19,183,80,67
19,197,64,126
20,193,54,106
20,195,143,44
20,200,124,66
20,199,106,54
20,121,67,80
20,185,36,55
20,194,107,98
20,73,65,82
20,16,133,127
20,11,88,91
20,192,53,38
20,197,64,126
20,191,66,124
20,2,131,133
20,190,105,100
20,199,140,121
20,195,67,79
20,193,52,108
20,177,62,128
20,15,85,87
20,191,141,42
20,145,142,119
20,167,145,46
20,154,45,48
20,197,126,64
20,199,55,36
20,66,61,63
20,175,40,141
20,195,68,122
20,191,135,125
20,135,110,50
20,189,125,135
20,200,77,69
20,164,104,56
20,192,122,68
20,180,113,47
20,199,119,142
20,196,114,117
20,170,75,71
20,181,98,107
20,112,115,118
20,138,100,103
20,180,96,109
20,28,83,86
20,183,80,67
20,194,121,140
20,198,108,52
20,194,69,77
20,190,120,70
20,198,38,53
20,136,71,74
20,185,42,143
20,174,123,137
20,191,48,113
20,178,109,96
21,66,61,63
21,11,88,91
21,197,64,126
21,145,142,119
21,196,114,117
21,193,54,106
21,192,53,38
21,154,45,48
21,199,106,54
21,176,44,145
21,199,119,142
21,181,98,107
21,197,126,64
21,12,72,74
21,176,94,111
21,190,120,70
21,199,55,36
21,194,121,140
21,190,105,100
21,198,38,53
21,185,36,55
21,178,109,96
21,194,107,98
21,200,77,69
21,195,67,79
21,10,102,104
21,191,66,124
21,193,52,108
21,170,75,71
21,112,115,118
21,175,40,141
21,189,125,135
21,164,104,56
21,183,80,67
21,191,135,125
21,191,141,42
21,180,113,47
21,177,62,128
21,200,124,66
21,28,83,86
21,73,65,82
21,199,140,121
21,191,48,113
21,121,67,80
21,138,100,103
21,180,96,109
21,195,143,44
21,167,145,46
21,2,83,87
21,185,42,143
21,198,108,52
21,194,69,77
21,195,68,122
22,164,104,56
22,185,42,143
22,194,107,98
22,192,53,38
22,195,67,79
22,200,77,69
22,66,61,63
22,189,125,135
22,176,94,111
22,167,145,46
22,180,113,47
22,2,83,87
22,195,68,122
22,183,80,67
22,200,124,66
22,193,52,108
22,180,96,109
22,12,72,74
22,112,115,118
22,198,108,52
22,195,143,44
22,170,75,71
22,175,40,141
22,192,122,68
22,185,36,55
22,178,109,96
22,194,121,140
22,197,64,126
22,197,126,64
22,190,105,100
22,191,66,124
22,199,55,36
22,193,54,106
22,9,85,88
22,174,123,137
22,199,106,54
22,176,44,145
22,107,129,132
22,191,141,42
22,190,120,70
22,177,62,128
22,73,65,82
22,154,45,48
22,194,69,77
22,199,119,142
22,196,114,117
22,191,135,125
22,199,140,121
23,175,40,141
23,194,69,77
23,199,55,36
23,164,104,56
23,194,121,140
23,177,62,128
23,195,68,122
23,198,38,53
23,190,120,70
23,195,67,79
23,167,145,46
23,28,83,86
23,194,107,98
23,185,36,55
23,191,48,113
23,183,80,67
23,180,96,109
23,199,106,54
23,191,66,124
23,199,140,121
23,73,65,82
23,121,67,80
23,190,105,100
23,145,142,119
23,200,124,66
23,197,64,126
23,193,54,106
23,174,123,137
23,191,135,125
23,176,44,145
23,199,119,142
23,138,100,103
23,197,126,64
23,196,114,117
23,154,45,48
23,192,53,38
23,193,52,108
23,195,143,44
23,170,75,71
23,198,108,52
23,192,122,68
23,180,113,47
23,176,94,111
23,112,115,118
23,200,77,69
23,191,141,42
23,185,42,143
23,189,125,135
23,107,129,132
24,73,65,82
24,200,77,69
24,185,36,55
24,167,145,46
24,191,48,113
24,191,135,125
24,196,114,117
24,176,44,145
24,191,66,124
24,190,120,70
24,112,115,118
24,164,104,56
24,154,45,48
24,107,129,132
24,197,64,126
24,197,126,64
24,193,54,106
24,180,96,109
24,199,119,142
24,136,71,74
24,138,100,103
24,192,53,38
24,174,123,137
24,200,124,66
24,199,140,121
24,180,113,47
24,198,108,52
24,195,143,44
24,195,68,122
24,5,86,88
24,177,62,128
24,194,69,77
24,121,67,80
24,192,122,68
24,181,98,107
24,194,107,98
24,175,40,141
24,199,106,54
24,185,42,143
24,193,52,108
24,170,75,71
24,61,127,129
24,183,80,67
24,176,94,111
24,66,61,63
24,198,38,53
24,194,121,140
24,189,125,135
24,191,141,42
24,199,55,36
24,178,109,96
25,198,38,53
25,199,106,54
25,199,140,121
25,177,62,128
25,194,107,98
25,138,100,103
25,190,120,70
25,199,119,142
25,180,96,109
25,112,115,118
25,191,135,125
25,145,142,119
25,191,141,42
25,197,64,126
25,192,53,38
25,183,80,67
25,196,114,117
25,191,48,113
25,191,66,124
25,176,94,111
25,190,105,100
25,136,71,74
25,174,123,137
25,15,85,87
25,200,77,69
25,170,75,71
25,193,52,108
25,66,61,63
25,200,124,66
25,180,113,47
25,199,55,36
25,195,67,79
25,194,121,140
25,197,126,64
25,121,67,80
25,195,68,122
25,189,125,135
25,175,40,141
25,181,98,107
25,195,143,44
25,176,44,145
25,194,69,77
25,185,42,143
25,154,45,48
25,73,65,82
25,193,54,106
25,167,145,46
25,192,122,68
26,136,71,74
26,197,64,126
26,195,67,79
26,180,113,47
26,200,124,66
26,198,38,53
26,197,126,64
26,170,75,71
26,193,54,106
26,193,52,108
26,192,53,38
26,178,109,96
26,183,80,67
26,16,100,102
26,191,141,42
26,199,119,142
26,138,100,103
26,181,98,107
26,191,48,113
26,112,115,118
26,185,42,143
26,154,45,48
26,176,94,111
26,199,106,54
26,200,77,69
26,167,145,46
26,194,69,77
26,176,44,145
26,145,142,119
26,28,83,86
26,190,120,70
26,73,65,82
26,195,143,44
26,190,105,100
26,191,135,125
26,195,68,122
26,175,40,141
26,198,108,52
26,15,85,87
26,194,107,98
26,192,122,68
26,199,55,36
26,194,121,140
26,9,85,88
26,196,114,117
26,191,66,124
26,107,129,132
26,199,140,121
26,185,36,55
26,164,104,56
26,177,62,128
26,174,123,137
26,121,67,80
27,195,143,44
27,180,96,109
27,194,69,77
27,193,54,106
27,199,119,142
27,181,98,107
27,174,123,137
27,195,68,122
27,136,71,74
27,200,124,66
27,163,50,110
27,180,113,47
27,199,140,121
27,28,83,86
27,135,110,50
27,167,145,46
27,194,121,140
27,192,122,68
27,164,104,56
27,199,55,36
27,191,66,124
27,185,36,55
27,194,107,98
27,200,77,69
27,175,40,141
27,199,106,54
27,2,58,60
27,190,105,100
27,73,65,82
27,190,120,70
27,145,142,119
27,176,44,145
27,191,48,113
27,191,135,125
27,198,38,53
27,177,62,128
27,193,52,108
27,197,126,64
27,197,64,126
27,196,114,117
27,154,45,48
27,192,53,38
27,185,42,143
27,195,67,79
27,189,125,135
27,198,108,52
27,183,80,67
27,178,109,96
27,138,100,103
27,176,94,111
28,199,106,54
28,178,109,96
28,175,40,141
28,199,55,36
28,189,125,135
28,193,54,106
28,181,98,107
28,180,113,47
28,195,143,44
28,191,141,42
28,145,142,119
28,167,145,46
28,196,114,117
28,185,36,55
28,107,129,132
28,197,64,126
28,185,42,143
28,163,50,110
28,198,38,53
28,194,107,98
28,191,135,125
28,176,94,111
28,198,108,52
28,61,127,129
28,190,105,100
28,183,80,67
28,191,48,113
28,73,65,82
28,135,110,50
28,200,77,69
28,136,71,74
28,191,66,124
28,200,124,66
28,164,104,56
28,195,67,79
28,170,75,71
28,194,121,140
28,193,52,108
28,192,53,38
28,190,120,70
28,192,122,68
28,195,68,122
28,194,69,77
28,199,140,121
28,28,83,86
28,16,100,102
28,197,126,64
28,154,45,48
28,199,119,142
29,193,52,108
29,193,54,106
29,192,122,68
29,73,65,82
29,174,123,137
29,200,77,69
29,191,48,113
29,199,140,121
29,199,106,54
29,175,40,141
29,199,119,142
29,198,38,53
29,191,66,124
29,177,62,128
29,164,104,56
29,195,67,79
29,28,83,86
29,195,143,44
29,194,121,140
29,170,75,71
29,181,98,107
29,200,124,66
29,66,61,63
29,192,53,38
29,180,113,47
29,198,108,52
29,194,69,77
29,185,36,55
29,196,114,117
29,185,42,143
29,194,107,98
29,190,105,100
29,163,50,110
29,191,135,125
29,191,141,42
29,195,68,122
29,197,126,64
29,197,64,126
29,136,71,74
29,112,115,118
29,199,55,36
29,167,145,46
29,189,125,135
29,180,96,109
29,178,109,96
29,190,120,70
29,154,45,48
30,195,67,79
30,195,143,44
30,192,122,68
30,185,42,143
30,66,61,63
30,197,126,64
30,193,54,106
30,193,52,108
30,170,75,71
30,176,94,111
30,178,109,96
30,198,108,52
30,154,45,48
30,189,125,135
30,200,77,69
30,180,113,47
30,194,69,77
30,194,107,98
30,185,36,55
30,197,64,126
30,191,141,42
30,112,115,118
30,192,53,38
30,183,80,67
30,196,114,117
30,163,50,110
30,195,68,122
30,180,96,109
30,199,119,142
30,199,140,121
30,28,83,86
30,191,135,125
30,200,124,66
30,145,142,119
30,199,55,36
30,194,121,140
30,181,98,107
30,198,38,53
30,164,104,56
30,191,66,124
30,175,40,141
30,199,106,54
30,15,85,87
30,176,44,145
30,190,120,70
30,190,105,100
30,174,123,137
30,167,145,46
30,121,67,80
30,136,71,74
31,174,123,137
31,200,124,66
31,181,98,107
31,194,69,77
31,177,62,128
31,192,122,68
31,28,83,86
31,199,140,121
31,180,96,109
31,199,119,142
31,183,80,67
31,196,114,117
31,191,141,42
31,197,64,126
31,198,108,52
31,191,135,125
31,194,107,98
31,199,55,36
31,136,71,74
31,190,105,100
31,200,77,69
31,73,65,82
31,191,66,124
31,164,104,56
31,198,38,53
31,194,121,140
31,180,113,47
31,170,75,71
31,66,61,63
31,195,67,79
31,178,109,96
31,197,126,64
31,190,120,70
31,195,143,44
31,199,106,54
31,176,94,111
31,167,145,46
31,163,50,110
31,176,44,145
31,192,53,38
31,193,54,106
31,185,42,143
31,193,52,108
31,185,36,55
31,189,125,135
31,175,40,141
31,191,48,113
31,195,68,122
31,135,110,50
32,197,64,126
32,198,38,53
32,4,82,84
32,195,143,44
32,192,53,38
32,191,135,125
32,177,62,128
32,200,124,66
32,178,109,96
32,183,80,67
32,121,67,80
32,4,92,94
32,189,125,135
32,199,55,36
32,167,145,46
32,176,94,111
32,197,126,64
32,185,42,143
32,191,66,124
32,193,54,106
32,190,105,100
32,195,67,79
32,181,98,107
32,194,107,98
32,199,119,142
32,199,140,121
32,190,120,70
32,200,77,69
32,154,45,48
32,194,121,140
32,198,108,52
32,175,40,141
32,180,113,47
32,195,68,122
32,185,36,55
32,191,141,42
32,194,69,77
32,176,44,145
32,199,106,54
32,164,104,56
32,9,85,88
32,145,142,119
32,163,50,110
32,196,114,117
32,192,122,68
33,177,62,128
33,198,108,52
33,199,140,121
33,154,45,48
33,136,71,74
33,194,69,77
33,185,42,143
33,176,94,111
33,192,122,68
33,197,126,64
33,193,54,106
33,185,36,55
33,191,135,125
33,191,141,42
33,190,105,100
33,195,67,79
33,15,85,87
33,174,123,137
33,193,52,108
33,191,66,124
33,198,38,53
33,199,119,142
33,181,98,107
33,180,113,47
33,163,50,110
33,195,68,122
33,167,145,46
33,199,55,36
33,197,64,126
33,183,80,67
33,191,48,113
33,73,65,82
33,175,40,141
33,194,121,140
33,9,85,88
33,190,120,70
33,196,114,117
33,180,96,109
33,170,75,71
33,164,104,56
33,145,142,119
33,200,124,66
33,4,82,84
33,135,110,50
33,199,106,54
33,178,109,96
33,192,53,38
33,176,44,145
33,200,77,69
33,195,143,44
33,194,107,98
34,107,129,132
34,183,80,67
34,199,119,142
34,189,125,135
34,28,83,86
34,181,98,107
34,197,64,126
34,9,85,88
34,180,96,109
34,73,65,82
34,196,114,117
34,145,142,119
34,180,113,47
34,176,44,145
34,192,53,38
34,16,100,102
34,185,36,55
34,191,135,125
34,167,145,46
34,191,66,124
34,199,55,36
34,199,140,121
34,190,105,100
34,194,107,98
34,195,67,79
34,193,54,106
34,154,45,48
34,185,42,143
34,164,104,56
34,200,77,69
34,191,48,113
34,192,122,68
34,178,109,96
34,176,94,111
34,200,124,66
34,195,143,44
34,194,121,140
34,198,108,52
34,170,75,71
34,177,62,128
34,121,67,80
34,163,50,110
34,194,69,77
34,199,106,54
34,195,68,122
34,198,38,53
34,112,115,118
34,190,120,70
34,193,52,108
34,174,123,137
34,175,40,141
34,197,126,64
34,191,141,42
35,175,40,141
35,167,145,46
35,145,142,119
35,191,141,42
35,189,125,135
35,198,38,53
35,197,64,126
35,191,135,125
35,176,94,111
35,180,113,47
35,174,123,137
35,192,122,68
35,185,42,143
35,164,104,56
35,185,36,55
35,199,106,54
35,176,44,145
35,195,68,122
35,194,69,77
35,163,50,110
35,16,100,102
35,136,71,74
35,170,75,71
35,112,115,118
35,196,114,117
35,183,80,67
35,197,126,64
35,66,61,63
35,190,120,70
35,181,98,107
35,199,119,142
35,199,140,121
35,194,107,98
35,61,127,129
35,191,66,124
35,193,52,108
35,198,108,52
35,195,67,79
35,193,54,106
35,28,83,86
35,190,105,100
35,195,143,44
35,180,96,109
35,194,121,140
35,73,65,82
35,192,53,38
35,200,124,66
35,191,48,113
35,177,62,128
35,199,55,36
35,178,109,96
35,200,77,69
36,61,127,129
36,198,108,52
